ID,X,Y,movie
2,367,274,Term1_night_0_オサムシ2
2,367,273,Term1_night_0_オサムシ2
2,367,273,Term1_night_0_オサムシ2
2,366,273,Term1_night_0_オサムシ2
2,365,274,Term1_night_0_オサムシ2
2,365,274,Term1_night_0_オサムシ2
2,364,274,Term1_night_0_オサムシ2
2,363,274,Term1_night_0_オサムシ2
2,363,274,Term1_night_0_オサムシ2
2,363,274,Term1_night_0_オサムシ2
2,362,274,Term1_night_0_オサムシ2
2,361,274,Term1_night_0_オサムシ2
2,360,274,Term1_night_0_オサムシ2
2,360,274,Term1_night_0_オサムシ2
2,359,274,Term1_night_0_オサムシ2
2,358,274,Term1_night_0_オサムシ2
2,358,274,Term1_night_0_オサムシ2
2,358,274,Term1_night_0_オサムシ2
2,357,274,Term1_night_0_オサムシ2
2,356,273,Term1_night_0_オサムシ2
2,355,273,Term1_night_0_オサムシ2
2,355,273,Term1_night_0_オサムシ2
2,354,272,Term1_night_0_オサムシ2
2,354,272,Term1_night_0_オサムシ2
2,353,272,Term1_night_0_オサムシ2
2,353,272,Term1_night_0_オサムシ2
2,352,271,Term1_night_0_オサムシ2
2,351,271,Term1_night_0_オサムシ2
2,350,271,Term1_night_0_オサムシ2
2,350,270,Term1_night_0_オサムシ2
2,349,270,Term1_night_0_オサムシ2
2,348,269,Term1_night_0_オサムシ2
2,348,269,Term1_night_0_オサムシ2
2,347,268,Term1_night_0_オサムシ2
2,346,267,Term1_night_0_オサムシ2
2,346,267,Term1_night_0_オサムシ2
2,345,267,Term1_night_0_オサムシ2
2,344,266,Term1_night_0_オサムシ2
2,345,265,Term1_night_0_オサムシ2
2,343,265,Term1_night_0_オサムシ2
2,343,264,Term1_night_0_オサムシ2
2,342,264,Term1_night_0_オサムシ2
2,342,264,Term1_night_0_オサムシ2
2,341,263,Term1_night_0_オサムシ2
2,340,263,Term1_night_0_オサムシ2
2,339,262,Term1_night_0_オサムシ2
2,338,261,Term1_night_0_オサムシ2
2,338,261,Term1_night_0_オサムシ2
2,338,260,Term1_night_0_オサムシ2
2,337,260,Term1_night_0_オサムシ2
2,337,260,Term1_night_0_オサムシ2
2,336,260,Term1_night_0_オサムシ2
2,336,259,Term1_night_0_オサムシ2
2,336,259,Term1_night_0_オサムシ2
2,336,259,Term1_night_0_オサムシ2
2,336,259,Term1_night_0_オサムシ2
2,336,259,Term1_night_0_オサムシ2
2,336,259,Term1_night_0_オサムシ2
2,336,258,Term1_night_0_オサムシ2
2,336,258,Term1_night_0_オサムシ2
2,336,257,Term1_night_0_オサムシ2
2,337,258,Term1_night_0_オサムシ2
2,337,257,Term1_night_0_オサムシ2
2,337,257,Term1_night_0_オサムシ2
2,337,257,Term1_night_0_オサムシ2
2,337,256,Term1_night_0_オサムシ2
2,337,257,Term1_night_0_オサムシ2
2,338,256,Term1_night_0_オサムシ2
2,338,256,Term1_night_0_オサムシ2
2,338,256,Term1_night_0_オサムシ2
2,338,254,Term1_night_0_オサムシ2
2,337,254,Term1_night_0_オサムシ2
2,338,253,Term1_night_0_オサムシ2
2,338,253,Term1_night_0_オサムシ2
2,338,253,Term1_night_0_オサムシ2
2,338,252,Term1_night_0_オサムシ2
2,338,251,Term1_night_0_オサムシ2
2,338,252,Term1_night_0_オサムシ2
2,338,250,Term1_night_0_オサムシ2
2,338,249,Term1_night_0_オサムシ2
2,339,249,Term1_night_0_オサムシ2
2,339,249,Term1_night_0_オサムシ2
2,339,249,Term1_night_0_オサムシ2
2,339,249,Term1_night_0_オサムシ2
2,339,250,Term1_night_0_オサムシ2
2,340,248,Term1_night_0_オサムシ2
2,341,247,Term1_night_0_オサムシ2
2,341,246,Term1_night_0_オサムシ2
2,342,245,Term1_night_0_オサムシ2
2,342,245,Term1_night_0_オサムシ2
2,342,244,Term1_night_0_オサムシ2
2,343,245,Term1_night_0_オサムシ2
2,343,245,Term1_night_0_オサムシ2
2,343,244,Term1_night_0_オサムシ2
2,344,244,Term1_night_0_オサムシ2
2,344,245,Term1_night_0_オサムシ2
2,345,244,Term1_night_0_オサムシ2
2,345,244,Term1_night_0_オサムシ2
2,345,243,Term1_night_0_オサムシ2
2,346,243,Term1_night_0_オサムシ2
2,346,242,Term1_night_0_オサムシ2
2,346,242,Term1_night_0_オサムシ2
2,347,241,Term1_night_0_オサムシ2
2,349,241,Term1_night_0_オサムシ2
2,349,241,Term1_night_0_オサムシ2
2,350,240,Term1_night_0_オサムシ2
2,350,240,Term1_night_0_オサムシ2
2,350,240,Term1_night_0_オサムシ2
2,350,239,Term1_night_0_オサムシ2
2,352,238,Term1_night_0_オサムシ2
2,352,238,Term1_night_0_オサムシ2
2,352,238,Term1_night_0_オサムシ2
2,353,237,Term1_night_0_オサムシ2
2,352,237,Term1_night_0_オサムシ2
2,353,236,Term1_night_0_オサムシ2
2,356,236,Term1_night_0_オサムシ2
2,356,235,Term1_night_0_オサムシ2
2,357,234,Term1_night_0_オサムシ2
2,358,234,Term1_night_0_オサムシ2
2,358,234,Term1_night_0_オサムシ2
2,358,234,Term1_night_0_オサムシ2
2,359,233,Term1_night_0_オサムシ2
2,358,233,Term1_night_0_オサムシ2
2,360,232,Term1_night_0_オサムシ2
2,360,231,Term1_night_0_オサムシ2
2,360,232,Term1_night_0_オサムシ2
2,361,230,Term1_night_0_オサムシ2
2,361,229,Term1_night_0_オサムシ2
2,361,229,Term1_night_0_オサムシ2
2,362,228,Term1_night_0_オサムシ2
2,362,226,Term1_night_0_オサムシ2
2,361,226,Term1_night_0_オサムシ2
2,361,225,Term1_night_0_オサムシ2
2,362,224,Term1_night_0_オサムシ2
2,362,224,Term1_night_0_オサムシ2
2,362,223,Term1_night_0_オサムシ2
2,361,223,Term1_night_0_オサムシ2
2,361,223,Term1_night_0_オサムシ2
2,361,222,Term1_night_0_オサムシ2
2,360,221,Term1_night_0_オサムシ2
2,360,220,Term1_night_0_オサムシ2
2,360,219,Term1_night_0_オサムシ2
2,360,219,Term1_night_0_オサムシ2
2,360,219,Term1_night_0_オサムシ2
2,360,219,Term1_night_0_オサムシ2
2,360,219,Term1_night_0_オサムシ2
2,360,219,Term1_night_0_オサムシ2
2,360,219,Term1_night_0_オサムシ2
2,360,220,Term1_night_0_オサムシ2
2,360,220,Term1_night_0_オサムシ2
2,360,220,Term1_night_0_オサムシ2
2,360,219,Term1_night_0_オサムシ2
2,360,219,Term1_night_0_オサムシ2
2,360,219,Term1_night_0_オサムシ2
2,360,218,Term1_night_0_オサムシ2
2,360,218,Term1_night_0_オサムシ2
2,359,218,Term1_night_0_オサムシ2
